1, 149999206319878
1, 149999206321798
1, 149999206323718
0, 149999206320463
1, 149999206325638
0, 149999206321964
0, 149999206323466
1, 149999206327558
0, 149999206324968
1, 149999206329478
0, 149999206326469
1, 149999206331398
0, 149999206327970
1, 149999206333318
0, 149999206329472
0, 149999206330973
1, 149999206335238
0, 149999206332475
1, 149999206337158
0, 149999206333977
1, 149999206339078
0, 149999206335478
1, 149999206340998
0, 149999206336979
0, 149999206338481
1, 149999206342918
0, 149999206339982
1, 149999206344838
0, 149999206341484
1, 149999206346758
0, 149999206342986
0, 149999206344487
1, 149999206348678
0, 149999206345988
1, 149999206350598
0, 149999206347490
1, 149999206352518
0, 149999206348991
1, 149999206354438
0, 149999206350493
0, 149999206351995
1, 149999206356358
0, 149999206353496
1, 149999206358278
0, 149999206354997
1, 149999206360198
0, 149999206356499
0, 149999206358000
1, 149999206362118
0, 149999206359502
1, 149999206364038
0, 149999206361004
1, 149999206365958
0, 149999206362505
1, 149999206367878
0, 149999206364006
0, 149999206365508
1, 149999206369798
0, 149999206367009
1, 149999206371718
0, 149999206368511
1, 149999206373638
0, 149999206370013
1, 149999206375558
0, 149999206371514
0, 149999206373015
1, 149999206377478
0, 149999206374517
1, 149999206379398
0, 149999206376018
1, 149999206381318
0, 149999206377520
0, 149999206379022
1, 149999206383238
0, 149999206380523
1, 149999206385158
0, 149999206382024
1, 149999206387078
0, 149999206383526
1, 149999206388998
0, 149999206385027
0, 149999206386529
1, 149999206390918
0, 149999206388031
1, 149999206392838
0, 149999206389532
1, 149999206394758
0, 149999206391033
0, 149999206392535
1, 149999206396678
0, 149999206394036
1, 149999206398598
0, 149999206395538
1, 149999206400518
0, 149999206397040
1, 149999206402438
0, 149999206398541
0, 149999206400042
1, 149999206404358
0, 149999206401544
1, 149999206406278
0, 149999206403045
1, 149999206408198
0, 149999206404547
1, 149999206410118
0, 149999206406049
0, 149999206407550
1, 149999206412038
0, 149999206409051
1, 149999206413958
0, 149999206410553
1, 149999206415878
0, 149999206412054
0, 149999206413556
1, 149999206417798
0, 149999206415058
1, 149999206419718
0, 149999206416559
1, 149999206421638
0, 149999206418060
1, 149999206423558
0, 149999206419562
0, 149999206421063
1, 149999206425478
0, 149999206422565
1, 149999206427398
0, 149999206424067
1, 149999206429318
0, 149999206425568
0, 149999206427069
1, 149999206431238
0, 149999206428571
1, 149999206433158
0, 149999206430072
1, 149999206435078
0, 149999206431574
1, 149999206436998
0, 149999206433076
0, 149999206434577
1, 149999206438918
0, 149999206436078
1, 149999206440838
0, 149999206437580
1, 149999206442758
0, 149999206439081
0, 149999206440583
1, 149999206444678
0, 149999206442085
1, 149999206446598
0, 149999206443586
1, 149999206448518
0, 149999206445087
1, 149999206450438
0, 149999206446589
0, 149999206448090
1, 149999206452358
0, 149999206449592
1, 149999206454278
0, 149999206451094
1, 149999206456198
0, 149999206452595
1, 149999206458118
0, 149999206454096
0, 149999206455598
1, 149999206460038
0, 149999206457099
1, 149999206461958
0, 149999206458601
1, 149999206463878
0, 149999206460103
0, 149999206461604
1, 149999206465798
0, 149999206463105
1, 149999206467718
0, 149999206464607
1, 149999206469638
0, 149999206466108
1, 149999206471558
0, 149999206467610
0, 149999206469112
1, 149999206473478
0, 149999206470613
1, 149999206475398
0, 149999206472114
1, 149999206477318
0, 149999206473616
0, 149999206475117
1, 149999206479238
0, 149999206476619
1, 149999206481158
0, 149999206478121
1, 149999206483078
0, 149999206479622
1, 149999206484998
0, 149999206481123
0, 149999206482625
1, 149999206486918
0, 149999206484126
1, 149999206488838
0, 149999206485628
1, 149999206490758
0, 149999206487130
1, 149999206492678
0, 149999206488631
0, 149999206490132
1, 149999206494598
0, 149999206491634
1, 149999206496518
0, 149999206493135
1, 149999206498438
0, 149999206494637
0, 149999206496139
1, 149999206500358
0, 149999206497640
1, 149999206502278
0, 149999206499141
1, 149999206504198
0, 149999206500643
1, 149999206506118
0, 149999206502144
0, 149999206503646
1, 149999206508038
0, 149999206505148
1, 149999206509958
0, 149999206506649
1, 149999206511878
0, 149999206508150
0, 149999206509652
1, 149999206513798
0, 149999206511153
1, 149999206515718
0, 149999206512655
1, 149999206517638
0, 149999206514157
1, 149999206519558
0, 149999206515658
0, 149999206517159
1, 149999206521478
0, 149999206518661
1, 149999206523398
0, 149999206520162
1, 149999206525318
0, 149999206521664
1, 149999206527238
0, 149999206523166
0, 149999206524667
1, 149999206529158
0, 149999206526168
1, 149999206531078
0, 149999206527670
1, 149999206532998
0, 149999206529171
0, 149999206530673
1, 149999206534918
0, 149999206532175
1, 149999206536838
0, 149999206533676
1, 149999206538758
0, 149999206535177
1, 149999206540678
0, 149999206536679
0, 149999206538180
1, 149999206542598
0, 149999206539682
1, 149999206544518
0, 149999206541184
1, 149999206546438
0, 149999206542685
0, 149999206544186
1, 149999206548358
0, 149999206545688
1, 149999206550278
0, 149999206547189
1, 149999206552198
0, 149999206548691
1, 149999206554118
0, 149999206550193
0, 149999206551694
1, 149999206556038
0, 149999206553195
1, 149999206557958
0, 149999206554697
1, 149999206559878
0, 149999206556198
0, 149999206557700
1, 149999206561798
0, 149999206559202
1, 149999206563718
0, 149999206560703
1, 149999206565638
0, 149999206562204
1, 149999206567558
0, 149999206563706
0, 149999206565207
1, 149999206569478
0, 149999206566709
1, 149999206571398
0, 149999206568211
1, 149999206573318
0, 149999206569712
1, 149999206575238
0, 149999206571213
0, 149999206572715
1, 149999206577158
0, 149999206574216
1, 149999206579078
0, 149999206575718
1, 149999206580998
0, 149999206577220
0, 149999206578721
1, 149999206582918
0, 149999206580222
1, 149999206584838
0, 149999206581724
1, 149999206586758
0, 149999206583225
1, 149999206588678
0, 149999206584727
0, 149999206586229
1, 149999206590598
0, 149999206587730
1, 149999206592518
0, 149999206589231
1, 149999206594438
0, 149999206590733
0, 149999206592234
1, 149999206596358
0, 149999206593736
1, 149999206598278
0, 149999206595238
1, 149999206600198
0, 149999206596739
1, 149999206602118
0, 149999206598240
0, 149999206599742
1, 149999206604038
0, 149999206601243
1, 149999206605958
0, 149999206602745
1, 149999206607878
0, 149999206604247
1, 149999206609798
0, 149999206605748
0, 149999206607249
1, 149999206611718
0, 149999206608751
1, 149999206613638
0, 149999206610252
1, 149999206615558
0, 149999206611754
0, 149999206613256
1, 149999206617478
0, 149999206614757
1, 149999206619398
0, 149999206616258
1, 149999206621318
0, 149999206617760
1, 149999206623238
0, 149999206619261
0, 149999206620763
1, 149999206625158
0, 149999206622265
1, 149999206627078
0, 149999206623766
1, 149999206628998
0, 149999206625267
0, 149999206626769
1, 149999206630918
0, 149999206628270
1, 149999206632838
0, 149999206629772
1, 149999206634758
0, 149999206631274
1, 149999206636678
0, 149999206632775
0, 149999206634276
1, 149999206638598
0, 149999206635778
1, 149999206640518
0, 149999206637279
1, 149999206642438
0, 149999206638781
1, 149999206644358
0, 149999206640283
0, 149999206641784
1, 149999206646278
0, 149999206643285
1, 149999206648198
0, 149999206644787
1, 149999206650118
0, 149999206646288
0, 149999206647790
1, 149999206652038
0, 149999206649292
1, 149999206653958
0, 149999206650793
1, 149999206655878
0, 149999206652294
1, 149999206657798
0, 149999206653796
0, 149999206655297
1, 149999206659718
0, 149999206656799
1, 149999206661638
0, 149999206658301
1, 149999206663558
0, 149999206659802
0, 149999206661303
1, 149999206665478
0, 149999206662805
1, 149999206667398
0, 149999206664306
1, 149999206669318
0, 149999206665808
1, 149999206671238
0, 149999206667310
0, 149999206668811
1, 149999206673158
0, 149999206670312
1, 149999206675078
0, 149999206671814
1, 149999206676998
0, 149999206673315
0, 149999206674817
1, 149999206678918
0, 149999206676319
1, 149999206680838
0, 149999206677820
1, 149999206682758
0, 149999206679321
1, 149999206684678
0, 149999206680823
0, 149999206682324
1, 149999206686598
0, 149999206683826
1, 149999206688518
0, 149999206685328
1, 149999206690438
0, 149999206686829
1, 149999206692358
0, 149999206688330
0, 149999206689832
1, 149999206694278
0, 149999206691333
1, 149999206696198
0, 149999206692835
1, 149999206698118
0, 149999206694337
0, 149999206695838
1, 149999206700038
0, 149999206697339
1, 149999206701958
0, 149999206698841
1, 149999206703878
0, 149999206700342
1, 149999206705798
0, 149999206701844
0, 149999206703346
1, 149999206707718
0, 149999206704847
1, 149999206709638
0, 149999206706348
1, 149999206711558
0, 149999206707850
0, 149999206709351
1, 149999206713478
0, 149999206710853
1, 149999206715398
0, 149999206712355
1, 149999206717318
0, 149999206713856
1, 149999206719238
0, 149999206715357
0, 149999206716859
1, 149999206721158
0, 149999206718360
1, 149999206723078
0, 149999206719862
1, 149999206724998
0, 149999206721364
1, 149999206726918
0, 149999206722865
0, 149999206724366
1, 149999206728838
0, 149999206725868
1, 149999206730758
0, 149999206727369
1, 149999206732678
0, 149999206728871
0, 149999206730373
1, 149999206734598
0, 149999206731874
1, 149999206736518
0, 149999206733375
1, 149999206738438
0, 149999206734877
1, 149999206740358
0, 149999206736378
0, 149999206737880
1, 149999206742278
0, 149999206739382
1, 149999206744198
0, 149999206740883
1, 149999206746118
